Country;NUTS_Code;Air_Pollutant;Outcome;Affected_Population;Populated_Area[km2];Air_Pollution_Average[ug/m3];Value;;;;;;;;
Sweden;SE33;PM2.5;Stroke;395909,00;10568,10;2,40;0,00;;;;;;;;
Austria;AT21;NO2;Stroke;448072,00;4843,40;7,10;47,00;;;;;;;;
Austria;AT32;NO2;Stroke;420871,00;2576,50;7,40;6,00;;;;;;;;
Austria;AT22;NO2;Stroke;973187,00;9222,60;6,70;14,00;;;;;;;;
Austria;AT22;PM2.5;Stroke;973187,00;9222,60;8,60;698,00;;;;;;;;
Austria;AT32;NO2;Stroke;420871,00;2576,50;7,40;53,00;;;;;;;;
Austria;AT13;PM2.5;Stroke;1376563,00;351,90;10,70;1037,00;;;;;;;;
Austria;AT34;NO2;Stroke;291037,00;945,00;8,30;47,00;;;;;;;;
Sweden;SE121;PM2.5;Stroke;270094,00;4453,80;3,40;0,00;;;;;;;;
Austria;AT31;NO2;Stroke;1135135,00;9243,30;8,30;16,00;;;;;;;;
Austria;AT32;PM2.5;Stroke;420871,00;2576,50;6,90;195,00;;;;;;;;
Austria;AT31;NO2;Stroke;1135135,00;9243,30;8,30;135,00;;;;;;;;
Austria;AT31;PM2.5;Stroke;1135135,00;9243,30;8,90;718,00;;;;;;;;
Sweden;SE313;PM2.5;Stroke;215667,00;4520,60;2,90;0,00;;;;;;;;
Austria;AT11;NO2;Stroke;229445,00;1710,50;6,90;4,00;;;;;;;;
Austria;AT33;NO2;Stroke;571093,00;3054,10;7,70;100,00;;;;;;;;
Austria;AT33;NO2;Stroke;571093,00;3054,10;7,70;12,00;;;;;;;;
Austria;AT12;NO2;Stroke;1305023,00;11103,40;7,00;54,00;;;;;;;;
Sweden;SE312;PM2.5;Stroke;219600,00;4416,90;3,00;0,00;;;;;;;;
Austria;AT34;PM2.5;Stroke;291037,00;945,00;6,60;149,00;;;;;;;;
Austria;AT21;NO2;Stroke;448072,00;4843,40;7,10;5,00;;;;;;;;
Austria;AT22;NO2;Stroke;973187,00;9222,60;6,70;116,00;;;;;;;;
Austria;AT34;NO2;Stroke;291037,00;945,00;8,30;5,00;;;;;;;;
Austria;AT111;NO2;Stroke;30344,00;257,70;6,10;0,00;;;;;;;;
Sweden;SE214;PM2.5;Stroke;43479,00;1651,00;4,70;0,00;;;;;;;;
Austria;AT113;NO2;Stroke;78454,00;931,30;6,40;1,00;;;;;;;;
Austria;AT121;NO2;Stroke;194729,00;2607,30;7,50;1,00;;;;;;;;
Sweden;SE125;PM2.5;Stroke;203377,00;2702,20;3,80;0,00;;;;;;;;
Austria;AT124;PM2.5;Stroke;176382,00;2612,00;8,10;88,00;;;;;;;;
Austria;AT121;NO2;Stroke;194729,00;2607,30;7,50;8,00;;;;;;;;
Austria;AT122;NO2;Stroke;203670,00;2004,40;5,40;7,00;;;;;;;;
Austria;AT123;PM2.5;Stroke;119660,00;998,30;9,10;73,00;;;;;;;;
Austria;AT111;PM2.5;Stroke;30344,00;257,70;9,60;19,00;;;;;;;;
Sweden;SE322;PM2.5;Stroke;100258,00;4104,60;2,30;0,00;;;;;;;;
Sweden;SE321;PM2.5;Stroke;183044,00;4422,50;2,70;0,00;;;;;;;;
Austria;AT112;NO2;Stroke;120645,00;521,50;8,30;0,00;;;;;;;;
Sweden;SE311;PM2.5;Stroke;216953,00;6554,50;3,40;0,00;;;;;;;;
Austria;AT113;NO2;Stroke;78454,00;931,30;6,40;0,00;;;;;;;;
Sweden;SE332;PM2.5;Stroke;192227,00;4600,80;2,40;0,00;;;;;;;;
Austria;AT122;PM2.5;Stroke;203670,00;2004,40;7,60;102,00;;;;;;;;
Austria;AT123;NO2;Stroke;119660,00;998,30;7,80;0,00;;;;;;;;
Austria;AT121;PM2.5;Stroke;194729,00;2607,30;8,70;110,00;;;;;;;;
Austria;AT124;NO2;Stroke;176382,00;2612,00;5,90;0,00;;;;;;;;
Austria;AT125;PM2.5;Stroke;99230,00;852,30;10,60;71,00;;;;;;;;
Austria;AT125;NO2;Stroke;99230,00;852,40;7,80;1,00;;;;;;;;
Austria;AT122;NO2;Stroke;203670,00;2004,40;5,40;0,00;;;;;;;;
Sweden;SE110;PM2.5;Stroke;1648748,00;4647,50;3,70;0,00;;;;;;;;
Sweden;SE122;PM2.5;Stroke;216019,00;4120,60;3,70;0,00;;;;;;;;
Austria;AT111;NO2;Stroke;30344,00;257,70;6,10;0,00;;;;;;;;
Austria;AT112;NO2;Stroke;120645,00;521,50;8,30;2,00;;;;;;;;
Austria;AT113;PM2.5;Stroke;78454,00;931,30;10,70;59,00;;;;;;;;
Austria;AT123;NO2;Stroke;119660,00;998,30;7,80;6,00;;;;;;;;
Austria;AT124;NO2;Stroke;176382,00;2612,00;5,90;4,00;;;;;;;;
Austria;AT112;PM2.5;Stroke;120645,00;521,50;10,80;89,00;;;;;;;;
Sweden;SE124;PM2.5;Stroke;224885,00;4172,00;3,90;0,00;;;;;;;;
Austria;AT126;NO2;Stroke;249820,00;1287,40;8,40;8,00;;;;;;;;
Austria;AT211;NO2;Stroke;222976,00;1285,50;8,70;36,00;;;;;;;;
Austria;AT212;NO2;Stroke;102118,00;1275,50;6,30;6,00;;;;;;;;
Austria;AT213;NO2;Stroke;122977,00;2282,40;6,60;5,00;;;;;;;;
Austria;AT221;NO2;Stroke;326029,00;1009,80;9,60;10,00;;;;;;;;
Sweden;SE331;PM2.5;Stroke;203681,00;5967,30;2,40;0,00;;;;;;;;
Austria;AT223;PM2.5;Stroke;132183,00;1180,00;6,90;57,00;;;;;;;;
Switzerland;CH025;PM2.5;Chronic obstructive pulmonary disease;58507,00;602,90;6,10;0,00;;;;;;;;
Austria;AT225;PM2.5;Stroke;154736,00;1925,60;9,80;116,00;;;;;;;;
Switzerland;CH053;PM2.5;Chronic obstructive pulmonary disease;44499,00;213,90;6,60;0,00;;;;;;;;
Austria;AT222;NO2;Stroke;64419,00;906,80;5,10;0,00;;;;;;;;
Austria;AT126;PM2.5;Stroke;249820,00;1287,40;10,20;169,00;;;;;;;;
Austria;AT127;NO2;Stroke;261529,00;741,70;8,70;17,00;;;;;;;;
Switzerland;CH054;PM2.5;Chronic obstructive pulmonary disease;13306,00;107,90;6,30;0,00;;;;;;;;
Austria;AT127;NO2;Stroke;261529,00;741,60;8,70;2,00;;;;;;;;
Austria;AT126;NO2;Stroke;249820,00;1287,40;8,40;1,00;;;;;;;;
Austria;AT212;NO2;Stroke;102118,00;1275,50;6,30;0,00;;;;;;;;
Austria;AT130;NO2;Stroke;1376563,00;351,90;15,00;529,00;;;;;;;;
Austria;AT213;NO2;Stroke;122977,00;2282,40;6,60;0,00;;;;;;;;
Austria;AT125;NO2;Stroke;99230,00;852,30;7,80;0,00;;;;;;;;
Austria;AT223;NO2;Stroke;132183,00;1180,00;5,40;10,00;;;;;;;;
Austria;AT223;NO2;Stroke;132183,00;1180,00;5,40;1,00;;;;;;;;
Austria;AT221;PM2.5;Stroke;326029,00;1009,80;10,70;338,00;;;;;;;;
Austria;AT224;NO2;Stroke;213094,00;2931,30;6,70;0,00;;;;;;;;
Austria;AT221;NO2;Stroke;326029,00;1009,80;9,60;86,00;;;;;;;;
Austria;AT225;NO2;Stroke;154736,00;1925,60;7,30;0,00;;;;;;;;
Switzerland;CH051;PM2.5;Chronic obstructive pulmonary disease;32297,00;159,80;4,70;0,00;;;;;;;;
Austria;AT226;NO2;Stroke;82724,00;1269,00;5,40;0,00;;;;;;;;
Austria;AT225;NO2;Stroke;154736,00;1925,60;7,30;7,00;;;;;;;;
Austria;AT127;PM2.5;Stroke;261529,00;741,70;9,90;176,00;;;;;;;;
Austria;AT130;NO2;Stroke;1376563,00;351,90;15,00;64,00;;;;;;;;
Austria;AT211;NO2;Stroke;222976,00;1285,50;8,70;4,00;;;;;;;;
Switzerland;CH064;PM2.5;Chronic obstructive pulmonary disease;29688,00;164,70;4,90;0,00;;;;;;;;
Austria;AT211;PM2.5;Stroke;222976,00;1285,50;10,20;191,00;;;;;;;;
Switzerland;CH062;PM2.5;Chronic obstructive pulmonary disease;29129,00;203,50;4,20;0,00;;;;;;;;
Austria;AT213;PM2.5;Stroke;122977,00;2282,40;8,20;72,00;;;;;;;;
Austria;AT222;PM2.5;Stroke;64419,00;906,80;6,00;13,00;;;;;;;;
Switzerland;CH065;PM2.5;Chronic obstructive pulmonary disease;33773,00;148,60;5,40;0,00;;;;;;;;
Austria;AT130;PM2.5;Stroke;1376563,00;351,90;10,70;1037,00;;;;;;;;
Switzerland;CH051;PM2.5;Diabetes Mellitus;32297,00;159,80;4,70;0,00;;;;;;;;
Austria;AT224;PM2.5;Stroke;213094,00;2931,30;9,80;146,00;;;;;;;;
Austria;AT212;PM2.5;Stroke;102118,00;1275,50;6,90;39,00;;;;;;;;
Austria;AT226;NO2;Stroke;82724,00;1269,00;5,40;4,00;;;;;;;;
Austria;AT222;NO2;Stroke;64419,00;906,80;5,10;2,00;;;;;;;;
Switzerland;CH054;PM2.5;Diabetes Mellitus;13306,00;107,90;6,30;0,00;;;;;;;;
Austria;AT311;PM2.5;Stroke;219057,00;2589,00;9,60;135,00;;;;;;;;
Switzerland;CH062;PM2.5;Diabetes Mellitus;29129,00;203,50;4,20;0,00;;;;;;;;
Austria;AT313;NO2;Stroke;163111,00;2381,40;6,60;5,00;;;;;;;;
Austria;AT315;PM2.5;Stroke;184951,00;1354,30;8,40;88,00;;;;;;;;
Austria;AT331;NO2;Stroke;25349,00;227,40;5,70;1,00;;;;;;;;
Austria;AT312;PM2.5;Stroke;444916,00;1687,80;10,30;352,00;;;;;;;;
Austria;AT315;NO2;Stroke;184951,00;1354,30;8,50;1,00;;;;;;;;
Austria;AT322;NO2;Stroke;131094,00;1216,40;6,30;10,00;;;;;;;;
Austria;AT331;NO2;Stroke;25349,00;227,40;5,70;0,00;;;;;;;;
Switzerland;CH065;PM2.5;Diabetes Mellitus;33773,00;148,60;5,40;0,00;;;;;;;;
Austria;AT332;PM2.5;Stroke;230733,00;579,90;6,80;121,00;;;;;;;;
Austria;AT334;NO2;Stroke;80749,00;557,20;6,30;7,00;;;;;;;;
Switzerland;CH064;PM2.5;Diabetes Mellitus;29688,00;164,70;4,90;0,00;;;;;;;;
Austria;AT312;NO2;Stroke;444916,00;1687,80;10,80;11,00;;;;;;;;
Austria;AT312;NO2;Stroke;444916,00;1687,80;10,80;93,00;;;;;;;;
Austria;AT226;PM2.5;Stroke;82724,00;1269,00;6,10;26,00;;;;;;;;
Switzerland;CH051;PM2.5;Ischemic heart disease;32297,00;159,80;4,70;0,00;;;;;;;;
Austria;AT314;PM2.5;Stroke;123098,00;1230,90;7,80;59,00;;;;;;;;
Switzerland;CH054;PM2.5;Ischemic heart disease;13306,00;107,90;6,30;0,00;;;;;;;;
Switzerland;CH062;PM2.5;Ischemic heart disease;29129,00;203,50;4,20;0,00;;;;;;;;
Austria;AT314;NO2;Stroke;123098,00;1230,90;7,40;1,00;;;;;;;;
Austria;AT224;NO2;Stroke;213094,00;2931,30;6,70;5,00;;;;;;;;
Switzerland;CH064;PM2.5;Ischemic heart disease;29688,00;164,70;4,90;0,00;;;;;;;;
Austria;AT321;NO2;Stroke;16485,00;232,40;5,00;0,00;;;;;;;;
Austria;AT322;PM2.5;Stroke;131094,00;1216,40;5,80;28,00;;;;;;;;
Austria;AT314;NO2;Stroke;123098,00;1230,90;7,40;10,00;;;;;;;;
Austria;AT321;PM2.5;Stroke;16485,00;232,40;5,20;2,00;;;;;;;;
Austria;AT323;PM2.5;Stroke;273290,00;1127,80;8,30;164,00;;;;;;;;
Austria;AT311;NO2;Stroke;219057,00;2589,00;8,70;1,00;;;;;;;;
Switzerland;CH051;PM2.5;Lung cancer;32297,00;159,80;4,70;0,00;;;;;;;;
Austria;AT323;NO2;Stroke;273290,00;1127,80;8,90;5,00;;;;;;;;
Switzerland;CH054;PM2.5;Lung cancer;13306,00;107,90;6,30;0,00;;;;;;;;
Austria;AT322;NO2;Stroke;131094,00;1216,40;6,30;1,00;;;;;;;;
Austria;AT323;NO2;Stroke;273290,00;1127,80;8,90;42,00;;;;;;;;
Switzerland;CH062;PM2.5;Lung cancer;29129,00;203,50;4,20;0,00;;;;;;;;
Austria;AT332;NO2;Stroke;230733,00;579,90;9,60;7,00;;;;;;;;
Austria;AT311;NO2;Stroke;219057,00;2589,00;8,70;11,00;;;;;;;;
Austria;AT333;NO2;Stroke;39690,00;387,50;5,90;3,00;;;;;;;;
Austria;AT333;NO2;Stroke;39690,00;387,50;5,90;0,00;;;;;;;;
Switzerland;CH065;PM2.5;Lung cancer;33773,00;148,60;5,40;0,00;;;;;;;;
Switzerland;CH064;PM2.5;Lung cancer;29688,00;164,70;4,90;0,00;;;;;;;;
Austria;AT313;NO2;Stroke;163111,00;2381,40;6,60;0,00;;;;;;;;
Switzerland;CH051;PM2.5;Stroke;32297,00;159,80;4,70;0,00;;;;;;;;
Switzerland;CH054;PM2.5;Stroke;13306,00;107,90;6,30;0,00;;;;;;;;
Austria;AT334;PM2.5;Stroke;80749,00;557,20;4,60;15,00;;;;;;;;
Austria;AT313;PM2.5;Stroke;163111,00;2381,40;8,10;82,00;;;;;;;;
Austria;AT321;NO2;Stroke;16485,00;232,40;5,00;0,00;;;;;;;;
Austria;AT332;NO2;Stroke;230733,00;579,90;9,60;62,00;;;;;;;;
Austria;AT333;PM2.5;Stroke;39690,00;387,50;5,00;9,00;;;;;;;;
Austria;AT331;PM2.5;Stroke;25349,00;227,40;5,00;4,00;;;;;;;;
Austria;AT335;NO2;Stroke;194569,00;1302,10;8,30;3,00;;;;;;;;
Austria;AT335;PM2.5;Stroke;194569,00;1302,10;6,80;70,00;;;;;;;;
Austria;AT342;NO2;Stroke;220914,00;475,50;10,40;40,00;;;;;;;;
Austria;AT335;NO2;Stroke;194569,00;1302,10;8,30;25,00;;;;;;;;
Austria;AT315;NO2;Stroke;184951,00;1354,30;8,50;12,00;;;;;;;;
Austria;AT342;NO2;Stroke;220914,00;475,50;10,40;4,00;;;;;;;;
Switzerland;CH062;PM2.5;Stroke;29129,00;203,50;4,20;0,00;;;;;;;;
Austria;AT341;NO2;Stroke;70123,00;469,50;6,10;0,00;;;;;;;;
Switzerland;CH065;PM2.5;Stroke;33773,00;148,60;5,40;0,00;;;;;;;;
Austria;AT334;NO2;Stroke;80749,00;557,20;6,30;0,00;;;;;;;;
Austria;AT341;PM2.5;Stroke;70123,00;469,50;5,00;15,00;;;;;;;;
Austria;AT341;NO2;Stroke;70123,00;469,50;6,10;6,00;;;;;;;;
Austria;AT342;PM2.5;Stroke;220914,00;475,50;8,20;134,00;;;;;;;;
Belgium;BE;PM2.5;Asthma;1931611,00;25153,30;9,00;659,00;;;;;;;;
Belgium;BE;NO2;Asthma;9685774,00;25153,30;10,60;1132,00;;;;;;;;
Belgium;BE2;PM2.5;Asthma;1112542,00;12805,90;10,40;437,00;;;;;;;;
Belgium;BE3;PM2.5;Asthma;619541,00;12192,30;7,60;144,00;;;;;;;;
Belgium;BE2;NO2;Asthma;5578673,00;12805,90;12,40;641,00;;;;;;;;
Belgium;BE1;NO2;Asthma;1000501,00;155,20;19,90;253,00;;;;;;;;
Belgium;BE1;PM2.5;Asthma;199527,00;155,20;10,60;77,00;;;;;;;;
Belgium;BE3;NO2;Asthma;3106599,00;12192,30;8,60;237,00;;;;;;;;
Belgium;BE10;NO2;Asthma;1000501,00;155,20;19,90;253,00;;;;;;;;
Belgium;BE21;NO2;Asthma;1566730,00;2645,80;13,70;257,00;;;;;;;;
Belgium;BE22;NO2;Asthma;750948,00;2115,60;12,00;62,00;;;;;;;;
Belgium;BE21;PM2.5;Asthma;312449,00;2645,80;10,70;129,00;;;;;;;;
Belgium;BE23;NO2;Asthma;1280559,00;2897,90;13,40;152,00;;;;;;;;
Belgium;BE23;PM2.5;Asthma;255379,00;2897,90;11,00;107,00;;;;;;;;
Belgium;BE10;PM2.5;Asthma;199527,00;155,20;10,60;77,00;;;;;;;;
Belgium;BE24;PM2.5;Asthma;193979,00;2030,70;10,00;68,00;;;;;;;;
Belgium;BE25;NO2;Asthma;1007755,00;3116,00;10,40;65,00;;;;;;;;
Belgium;BE31;NO2;Asthma;338658,00;975,00;10,90;22,00;;;;;;;;
Belgium;BE35;NO2;Asthma;421681,00;2530,70;7,60;20,00;;;;;;;;
Belgium;BE32;PM2.5;Asthma;229034,00;3464,40;9,20;69,00;;;;;;;;
Belgium;BE25;PM2.5;Asthma;200974,00;3116,00;10,50;83,00;;;;;;;;
Belgium;BE32;NO2;Asthma;1148459,00;3464,40;10,40;119,00;;;;;;;;
Belgium;BE33;NO2;Asthma;956388,00;2885,50;8,90;71,00;;;;;;;;
Belgium;BE22;PM2.5;Asthma;149759,00;2115,60;9,50;47,00;;;;;;;;
Belgium;BE34;PM2.5;Asthma;48144,00;2336,70;5,90;4,00;;;;;;;;
Belgium;BE35;PM2.5;Asthma;84094,00;2530,70;7,10;15,00;;;;;;;;
Belgium;BE31;PM2.5;Asthma;67537,00;975,00;9,00;19,00;;;;;;;;
Belgium;BE34;NO2;Asthma;241411,00;2336,70;5,70;3,00;;;;;;;;
Belgium;BE24;NO2;Asthma;972679,00;2030,70;12,80;102,00;;;;;;;;
Belgium;BE33;PM2.5;Asthma;190730,00;2885,50;7,00;35,00;;;;;;;;
Belgium;BE211;NO2;Asthma;884753,00;874,70;15,60;187,00;;;;;;;;
Belgium;BE212;NO2;Asthma;293820,00;507,70;14,20;37,00;;;;;;;;
Belgium;BE231;PM2.5;Asthma;48942,00;471,80;10,60;18,00;;;;;;;;
Belgium;BE225;NO2;Asthma;216700,00;745,90;11,50;16,00;;;;;;;;
Belgium;BE211;PM2.5;Asthma;176444,00;874,70;11,00;76,00;;;;;;;;
Belgium;BE213;NO2;Asthma;388155,00;1263,40;12,10;33,00;;;;;;;;
Belgium;BE223;NO2;Asthma;177862,00;554,30;11,90;13,00;;;;;;;;
Belgium;BE100;PM2.5;Asthma;199527,00;155,20;10,60;77,00;;;;;;;;
Belgium;BE213;PM2.5;Asthma;77409,00;1263,40;10,40;29,00;;;;;;;;
Belgium;BE223;PM2.5;Asthma;35470,00;554,30;8,90;9,00;;;;;;;;
Belgium;BE212;PM2.5;Asthma;58596,00;507,70;10,80;23,00;;;;;;;;
Belgium;BE224;NO2;Asthma;356385,00;815,30;12,50;32,00;;;;;;;;
Belgium;BE224;PM2.5;Asthma;71073,00;815,30;9,60;23,00;;;;;;;;
Belgium;BE225;PM2.5;Asthma;43215,00;745,90;9,70;14,00;;;;;;;;
Belgium;BE235;NO2;Asthma;106224,00;421,90;11,10;6,00;;;;;;;;
Belgium;BE234;NO2;Asthma;473972,00;921,10;13,60;65,00;;;;;;;;
Belgium;BE251;PM2.5;Asthma;47513,00;636,30;10,40;19,00;;;;;;;;
Belgium;BE255;PM2.5;Asthma;25196,00;286,20;9,80;9,00;;;;;;;;
Belgium;BE252;PM2.5;Asthma;8895,00;357,00;10,40;3,00;;;;;;;;
Belgium;BE100;NO2;Asthma;1000501,00;155,20;19,90;253,00;;;;;;;;
Belgium;BE231;NO2;Asthma;245417,00;471,80;12,50;22,00;;;;;;;;
Belgium;BE232;NO2;Asthma;173992,00;339,10;14,00;19,00;;;;;;;;
Belgium;BE232;PM2.5;Asthma;34699,00;339,10;11,10;14,00;;;;;;;;
Belgium;BE234;PM2.5;Asthma;94523,00;921,10;11,40;42,00;;;;;;;;
Belgium;BE235;PM2.5;Asthma;21184,00;421,90;10,40;8,00;;;;;;;;
Belgium;BE236;NO2;Asthma;208346,00;421,60;16,20;33,00;;;;;;;;
Belgium;BE236;PM2.5;Asthma;41550,00;421,60;11,30;17,00;;;;;;;;
Belgium;BE242;NO2;Asthma;431350,00;1102,80;12,30;39,00;;;;;;;;
Belgium;BE233;NO2;Asthma;72605,00;322,40;12,30;6,00;;;;;;;;
Belgium;BE233;PM2.5;Asthma;14479,00;322,40;10,80;6,00;;;;;;;;
Belgium;BE241;PM2.5;Asthma;107955,00;927,80;10,30;39,00;;;;;;;;
Belgium;BE252;NO2;Asthma;44603,00;357,00;9,40;1,00;;;;;;;;
Belgium;BE242;PM2.5;Asthma;86023,00;1102,80;9,80;29,00;;;;;;;;
Belgium;BE251;NO2;Asthma;238247,00;636,30;10,30;15,00;;;;;;;;
Belgium;BE253;PM2.5;Asthma;18331,00;553,00;10,60;7,00;;;;;;;;
Belgium;BE253;NO2;Asthma;91923,00;553,00;9,70;3,00;;;;;;;;
Belgium;BE323;NO2;Asthma;224912,00;539,40;11,10;23,00;;;;;;;;
Belgium;BE254;NO2;Asthma;246539,00;406,20;12,70;23,00;;;;;;;;
Belgium;BE254;PM2.5;Asthma;49166,00;406,20;11,10;21,00;;;;;;;;
Belgium;BE256;NO2;Asthma;129210,00;273,30;11,60;9,00;;;;;;;;
Belgium;BE255;NO2;Asthma;126346,00;286,20;8,70;5,00;;;;;;;;
Belgium;BE258;NO2;Asthma;50027,00;272,20;9,20;1,00;;;;;;;;
Belgium;BE32C;PM2.5;Asthma;17843,00;347,20;9,20;5,00;;;;;;;;
Belgium;BE32D;NO2;Asthma;77797,00;600,20;6,90;3,00;;;;;;;;
Belgium;BE241;NO2;Asthma;541329,00;927,80;13,40;63,00;;;;;;;;
Belgium;BE256;PM2.5;Asthma;25768,00;273,30;11,10;11,00;;;;;;;;
Belgium;BE258;PM2.5;Asthma;9976,00;272,20;9,90;3,00;;;;;;;;
Belgium;BE310;NO2;Asthma;338658,00;975,00;10,90;22,00;;;;;;;;
Belgium;BE257;NO2;Asthma;80857,00;331,90;11,40;5,00;;;;;;;;
Belgium;BE257;PM2.5;Asthma;16125,00;331,90;10,90;6,00;;;;;;;;
Belgium;BE32A;PM2.5;Asthma;21675,00;645,10;9,80;7,00;;;;;;;;
Belgium;BE329;NO2;Asthma;122407,00;198,00;11,70;13,00;;;;;;;;
Belgium;BE32A;NO2;Asthma;108691,00;645,10;10,10;5,00;;;;;;;;
Belgium;BE331;PM2.5;Asthma;19225,00;561,00;7,20;3,00;;;;;;;;
Belgium;BE323;PM2.5;Asthma;44853,00;539,40;9,50;14,00;;;;;;;;
Belgium;BE332;NO2;Asthma;541088,00;730,30;11,80;57,00;;;;;;;;
Belgium;BE32B;NO2;Asthma;350192,00;445,20;13,50;52,00;;;;;;;;
Belgium;BE328;PM2.5;Asthma;34897,00;689,30;10,30;13,00;;;;;;;;
Belgium;BE32C;NO2;Asthma;89473,00;347,20;10,70;7,00;;;;;;;;
Belgium;BE334;PM2.5;Asthma;13458,00;308,60;8,20;3,00;;;;;;;;
Belgium;BE331;NO2;Asthma;96404,00;561,00;8,70;3,00;;;;;;;;
Belgium;BE32B;PM2.5;Asthma;69837,00;445,20;8,50;17,00;;;;;;;;
Belgium;BE342;PM2.5;Asthma;8120,00;598,80;5,60;0,00;;;;;;;;
Belgium;BE32D;PM2.5;Asthma;15514,00;600,20;7,50;3,00;;;;;;;;
Belgium;BE343;NO2;Asthma;49330,00;557,30;5,50;0,00;;;;;;;;
Belgium;BE351;PM2.5;Asthma;18739,00;948,30;6,50;2,00;;;;;;;;
Belgium;BE351;NO2;Asthma;93964,00;948,30;6,20;0,00;;;;;;;;
Belgium;BE310;PM2.5;Asthma;67537,00;975,00;9,00;19,00;;;;;;;;
Belgium;BE328;NO2;Asthma;174985,00;689,30;10,70;12,00;;;;;;;;
Belgium;BE329;PM2.5;Asthma;24411,00;198,00;8,90;6,00;;;;;;;;
Belgium;BE332;PM2.5;Asthma;107907,00;730,30;7,60;22,00;;;;;;;;
Belgium;BE334;NO2;Asthma;67484,00;308,60;10,60;2,00;;;;;;;;
Belgium;BE341;NO2;Asthma;51883,00;208,00;8,00;2,00;;;;;;;;
Belgium;BE341;PM2.5;Asthma;10346,00;208,00;6,50;1,00;;;;;;;;
Belgium;BE335;PM2.5;Asthma;36800,00;814,90;6,50;4,00;;;;;;;;
Belgium;BE336;PM2.5;Asthma;13338,00;470,70;6,20;1,00;;;;;;;;
Belgium;BE343;PM2.5;Asthma;9837,00;557,30;6,00;0,00;;;;;;;;
Belgium;BE335;NO2;Asthma;184528,00;814,90;7,30;5,00;;;;;;;;
Belgium;BE342;NO2;Asthma;40720,00;598,80;5,50;0,00;;;;;;;;
Belgium;BE344;PM2.5;Asthma;10614,00;600,70;5,70;0,00;;;;;;;;
Belgium;BE344;NO2;Asthma;53227,00;600,70;4,90;0,00;;;;;;;;
Belgium;BE345;NO2;Asthma;46251,00;371,90;6,10;0,00;;;;;;;;
Belgium;BE345;PM2.5;Asthma;9223,00;371,90;6,30;1,00;;;;;;;;
Belgium;BE352;NO2;Asthma;269525,00;1016,50;9,60;18,00;;;;;;;;
Belgium;BE353;PM2.5;Asthma;11604,00;565,80;7,00;1,00;;;;;;;;
Belgium;BE336;NO2;Asthma;66882,00;470,70;6,50;1,00;;;;;;;;
Belgium;BE352;PM2.5;Asthma;53750,00;1016,50;7,80;11,00;;;;;;;;
Belgium;BE353;NO2;Asthma;58191,00;565,80;6,30;1,00;;;;;;;;
Belgium;BE;PM2.5;Asthma;1931611,00;25153,30;9,00;0,00;;;;;;;;
Belgium;BE;PM2.5;Asthma;1931611,00;25153,40;9,00;0,00;;;;;;;;
Belgium;BE;NO2;Asthma;9685774,00;25153,40;10,60;7,00;;;;;;;;
Belgium;BE;NO2;Asthma;9685774,00;25153,40;10,60;92,00;;;;;;;;
Belgium;BE1;NO2;Asthma;1000501,00;155,20;19,90;20,00;;;;;;;;
Belgium;BE1;PM2.5;Asthma;199527,00;155,20;10,60;0,00;;;;;;;;
Belgium;BE2;PM2.5;Asthma;1112542,00;12805,90;10,40;0,00;;;;;;;;
Belgium;BE3;NO2;Asthma;3106599,00;12192,30;8,60;1,00;;;;;;;;
Belgium;BE1;PM2.5;Asthma;199527,00;155,20;10,60;0,00;;;;;;;;
Belgium;BE2;PM2.5;Asthma;1112542,00;12805,90;10,40;0,00;;;;;;;;
Belgium;BE2;NO2;Asthma;5578673,00;12805,90;12,40;52,00;;;;;;;;
Belgium;BE1;NO2;Asthma;1000501,00;155,20;19,90;1,00;;;;;;;;
Belgium;BE3;NO2;Asthma;3106599,00;12192,30;8,60;19,00;;;;;;;;
Belgium;BE2;NO2;Asthma;5578673,00;12805,90;12,40;4,00;;;;;;;;
Belgium;BE3;PM2.5;Asthma;619541,00;12192,30;7,60;0,00;;;;;;;;
Belgium;BE3;PM2.5;Asthma;619541,00;12192,30;7,60;0,00;;;;;;;;
Belgium;BE10;NO2;Asthma;1000501,00;155,20;19,90;1,00;;;;;;;;
Belgium;BE10;NO2;Asthma;1000501,00;155,20;19,90;20,00;;;;;;;;
Belgium;BE24;NO2;Asthma;972679,00;2030,70;12,80;8,00;;;;;;;;
Belgium;BE31;NO2;Asthma;338658,00;975,00;10,90;1,00;;;;;;;;
Belgium;BE33;NO2;Asthma;956388,00;2885,50;8,90;5,00;;;;;;;;
Belgium;BE23;PM2.5;Asthma;255379,00;2897,90;11,00;0,00;;;;;;;;
Belgium;BE21;PM2.5;Asthma;312449,00;2645,80;10,70;0,00;;;;;;;;
Belgium;BE21;NO2;Asthma;1566730,00;2645,80;13,70;1,00;;;;;;;;
Belgium;BE22;NO2;Asthma;750948,00;2115,60;12,00;5,00;;;;;;;;
Belgium;BE22;PM2.5;Asthma;149759,00;2115,60;9,50;0,00;;;;;;;;
Belgium;BE23;NO2;Asthma;1280559,00;2897,90;13,40;0,00;;;;;;;;
Belgium;BE22;PM2.5;Asthma;149759,00;2115,60;9,50;0,00;;;;;;;;
Belgium;BE23;NO2;Asthma;1280559,00;2897,90;13,40;12,00;;;;;;;;
Belgium;BE22;NO2;Asthma;750948,00;2115,60;12,00;0,00;;;;;;;;
